kohde;jasen;pvknro;sp;ASALUE;IKAL1;V1;V5;V7;V21;V22;V27;V32;V33;V40;V68;V69;V70;V75;H1a_A;H1b_A;H1g_A;H1h_A;H1i_A
51227;2;2;1;1.0;5;0;20;10;30;0;0;720;100;0;70;0;110;0;1.0;1.0;1.0;1.0;1.0
51238;1;1;2;1.0;3;0;80;10;50;50;20;580;70;0;110;0;160;0;1.0;2.0;2.0;1.0;2.0
51238;1;2;2;1.0;3;0;40;20;20;110;0;590;120;0;30;0;90;0;1.0;2.0;2.0;1.0;2.0
51239;2;1;1;1.0;7;00:00;00:20;00:20;00:00;00:00;00:00;11:20;01:10;00:00;03:00;02:50;00:00;00:00;1.0;1.0;1.0;1.0;1.0
51239;2;2;1;1.0;7;00:00;00:10;00:00;00:00;00:00;00:00;09:50;04:00;00:00;01:40;01:00;00:00;00:00;1.0;1.0;1.0;1.0;1.0
51243;1;1;2;1.0;7;0;50;60;0;0;90;530;50;0;40;0;280;0;0.0;0.0;120.0;0.0;0.0
51243;1;2;2;1.0;7;0;140;30;0;0;30;290;?;0;40;0;0;0;60.0;120.0;0.0;0.0;0.0
51249;1;1;2;1.0;9;0;10;10;0;0;0;600;30;0;90;20;150;20;2.0;2.0;2.0;2.0;2.0
51249;1;2;2;1.0;9;0;40;20;?;0;0;640;40;0;120;0;?;0;2.0;2.0;2.0;2.0;2.0
51254;1;1;1;1.0;6;0;80;40;0;0;30;530;60;0;0;?;0;0;2.0;1.0;2.0;1.0;1.0
51254;1;2;1;1.0;6;500;10;0;0;0;40;460;100;0;0;0;70;0;2.0;1.0;2.0;1.0;1.0
51256;1;1;1;3.0;4;0;20;10;0;0;30;330;150;0;0;0;0;20;1.0;2.0;2.0;1.0;2.0
51256;1;2;1;3.0;4;550;0;0;0;0;10;510;160;0;0;0;0;0;1.0;2.0;2.0;1.0;2.0
51259;1;1;1;1.0;3;00:00;00:50;00:10;00:00;00:00;00:00;11:00;00:50;00:00;00:00;00:00;05:50;00:00;1.0;1.0;2.0;1.0;1.0
51259;1;2;1;1.0;3;08:00;00:20;00:00;00:00;00:00;00:00;09:40;01:50;00:00;00:00;00:00;00:00;00:00;1.0;1.0;2.0;1.0;1.0
51264;1;1;2;1.0;4;00:00;00:30;00:00;00:00;00:00;00:00;10:00;01:30;00:00;00:00;00:00;00:10;00:00;2.0;2.0;2.0;2.0;1.0
51264;1;2;2;1.0;4;08:00;00:20;00:30;00:00;00:00;00:00;07:50;00:20;00:00;00:00;00:00;00:00;00:00;2.0;2.0;2.0;2.0;1.0
51272;2;1;1;3.0;7;0;0;0;0;0;?;370;80;0;260;0;160;?;2.0;2.0;1.0;2.0;2.0
51272;2;2;1;3.0;7;0;0;0;0;0;0;620;210;0;130;0;220;0;2.0;2.0;1.0;2.0;2.0
51280;1;1;1;1.0;8;00:00;00:30;01:10;00:00;00:00;00:00;07:30;02:20;00:00;01:10;00:20;04:30;00:00;2.0;1.0;1.0;2.0;2.0
51280;1;2;1;1.0;8;00:00;00:10;00:20;00:00;00:00;00:00;07:20;02:50;00:00;01:20;00:00;05:30;00:00;2.0;1.0;1.0;2.0;2.0
51283;1;1;1;1.0;8;0;30;?;0;0;50;540;120;0;40;170;150;0;2.0;2.0;2.0;1.0;2.0
51283;1;2;1;1.0;8;0;10;0;0;0;0;600;110;0;200;240;140;0;2.0;2.0;2.0;1.0;2.0
51284;1;1;2;1.0;8;0;50;0;0;0;40;390;130;0;10;20;220;0;2.0;2.0;2.0;2.0;2.0
51284;1;2;2;1.0;8;0;30;30;0;0;0;540;120;0;90;60;60;0;2.0;2.0;2.0;2.0;2.0
51294;2;1;2;3.0;6;480;10;20;0;0;0;460;30;0;0;0;90;70;2.0;1.0;2.0;2.0;2.0
51294;2;2;2;3.0;6;300;10;10;0;0;130;430;40;0;10;20;170;30;2.0;1.0;2.0;2.0;2.0
51296;1;1;2;1.0;4;0;30;0;0;0;0;360;200;0;0;0;30;0;1.0;1.0;2.0;1.0;1.0
51296;1;2;2;1.0;4;0;40;0;0;0;0;780;40;0;40;10;180;0;1.0;1.0;2.0;1.0;1.0
51299;2;1;2;3.0;5;0;10;0;10;0;0;610;110;0;40;0;90;0;2.0;1.0;2.0;1.0;2.0
51299;2;2;2;3.0;5;450;10;0;10;0;0;430;80;0;0;0;130;0;2.0;1.0;2.0;1.0;2.0
51303;1;1;1;2.0;8;00:00;00:30;00:00;00:00;00:00;00:00;06:00;03:50;00:00;01:00;?;05:30;00:40;2.0;2.0;2.0;2.0;1.0
51303;1;2;1;2.0;8;?;00:10;00:00;00:00;00:00;00:30;08:30;01:40;00:00;00:50;00:00;06:00;00:00;2.0;2.0;2.0;2.0;1.0
51310;1;1;2;1.0;7;0;40;30;0;0;0;420;60;0;10;0;220;10;1.0;1.0;1.0;1.0;2.0
51310;1;2;2;1.0;7;0;130;10;0;0;20;420;120;0;70;0;120;0;1.0;1.0;1.0;1.0;2.0
51315;1;1;2;1.0;3;0;10;0;0;0;0;550;70;0;40;0;20;10;1.0;2.0;2.0;1.0;2.0
51315;1;2;2;1.0;3;0;0;0;0;0;10;530;40;0;0;0;320;0;1.0;2.0;2.0;1.0;2.0
51316;1;1;2;2.0;6;220;30;10;140;0;0;330;70;0;10;10;0;0;1.0;1.0;1.0;?;1.0
51316;1;2;2;2.0;6;290;20;20;70;0;40;460;100;0;0;0;30;0;1.0;1.0;1.0;1.0;1.0
51317;2;1;2;3.0;8;0;40;30;0;0;20;420;50;0;0;0;280;0;2.0;2.0;2.0;2.0;2.0
51341;2;1;2;1.0;5;0;50;30;0;0;10;500;120;0;0;0;180;0;1.0;1.0;1.0;1.0;1.0
51344;2;1;2;1.0;6;0;70;20;20;110;60;500;100;0;0;0;100;0;1.0;1.0;1.0;1.0;2.0
51344;2;2;2;1.0;6;440;10;0;20;0;50;450;80;0;40;0;30;0;1.0;1.0;1.0;1.0;2.0
51364;1;1;2;3.0;5;0;80;10;0;0;0;570;80;0;100;0;120;0;1.0;1.0;2.0;1.0;1.0
51364;1;2;2;3.0;5;0;80;40;0;0;0;710;60;0;60;0;90;0;1.0;1.0;2.0;1.0;1.0
51365;1;1;2;1.0;7;0;70;0;0;0;30;410;120;0;0;0;200;0;1.0;1.0;2.0;1.0;2.0
51365;1;2;2;1.0;7;0;70;20;0;0;0;730;120;0;0;0;80;20;1.0;1.0;2.0;1.0;2.0
51366;2;1;1;3.0;9;0;30;0;0;0;40;480;180;0;50;10;240;0;2.0;1.0;2.0;2.0;2.0
51366;2;2;1;3.0;9;0;40;0;0;0;0;480;110;0;50;10;340;0;2.0;1.0;2.0;2.0;2.0
51370;1;1;2;2.0;9;0;60;60;0;0;0;510;40;0;0;0;270;10;2.0;2.0;2.0;2.0;2.0
51370;1;2;2;2.0;9;0;0;0;0;0;0;510;40;0;120;0;130;10;2.0;2.0;2.0;2.0;2.0
51380;1;1;2;2.0;7;0;100;60;0;0;0;680;60;0;30;10;160;0;2.0;2.0;1.0;2.0;2.0
51380;1;2;2;2.0;7;0;80;30;0;0;0;550;50;0;20;0;250;0;2.0;2.0;1.0;2.0;2.0
51390;1;1;1;1.0;6;0;0;0;0;0;0;360;70;0;320;0;320;0;2.0;2.0;2.0;1.0;2.0
51390;1;2;1;1.0;6;0;30;0;0;0;0;390;80;0;460;0;360;0;2.0;2.0;2.0;1.0;2.0
51391;1;1;2;1.0;9;0;50;30;0;0;0;510;60;0;120;0;250;70;1.0;1.0;1.0;2.0;1.0
51391;1;2;2;1.0;9;0;60;20;0;0;0;440;60;0;140;0;420;110;1.0;1.0;1.0;2.0;1.0
51393;2;1;2;1.0;7;0;180;0;0;0;0;500;130;0;0;0;30;0;2.0;2.0;2.0;2.0;2.0
51393;2;2;2;1.0;7;0;130;0;0;0;0;500;150;0;0;0;30;0;2.0;2.0;2.0;2.0;2.0
51398;1;1;2;1.0;7;0;80;0;0;0;0;530;100;0;130;0;110;0;1.0;2.0;2.0;?;2.0
51398;1;2;2;1.0;7;0;90;40;0;0;0;480;120;0;80;0;280;0;1.0;2.0;2.0;1.0;2.0
51401;1;1;1;3.0;7;610;10;10;0;0;0;450;120;0;40;0;100;0;2.0;1.0;2.0;2.0;2.0
51403;2;1;1;1.0;5;0;10;0;10;40;60;530;160;0;0;0;80;0;1.0;2.0;2.0;2.0;1.0
51403;2;2;1;1.0;5;0;20;0;10;10;60;460;40;0;60;0;190;0;1.0;2.0;2.0;2.0;1.0
51404;1;1;2;1.0;5;450;20;0;0;0;0;490;70;0;10;0;60;0;1.0;1.0;1.0;1.0;2.0
51404;1;2;2;1.0;5;0;180;30;0;0;0;490;90;0;0;0;90;0;1.0;1.0;1.0;1.0;2.0
51406;2;1;1;1.0;4;450;0;0;180;0;80;450;50;0;0;0;20;0;1.0;2.0;2.0;1.0;1.0
51406;2;2;1;1.0;4;0;0;0;120;0;170;620;80;0;0;0;40;?;1.0;2.0;2.0;1.0;1.0
51408;2;1;2;3.0;5;0;20;40;0;0;0;710;90;0;0;40;?;0;1.0;1.0;1.0;1.0;2.0
51408;2;2;2;3.0;5;0;40;0;0;0;50;690;70;0;0;0;170;40;1.0;1.0;1.0;1.0;2.0
51409;1;1;2;1.0;3;00:00;00:10;00:00;00:00;00:00;00:10;05:00;00:40;03:50;00:50;00:00;02:10;00:00;1.0;1.0;2.0;1.0;2.0
51409;1;2;2;1.0;3;00:00;00:10;00:10;00:00;00:00;00:00;11:00;01:20;00:00;00:00;00:00;02:50;00:00;1.0;1.0;2.0;1.0;2.0
51418;1;1;1;3.0;7;0;40;20;0;0;0;540;90;0;0;0;350;30;2.0;2.0;2.0;1.0;2.0
51418;1;2;1;3.0;7;0;10;10;0;0;50;460;80;0;0;?;290;0;2.0;2.0;2.0;1.0;2.0
51419;2;1;1;3.0;6;0;50;0;0;0;10;420;130;0;10;0;120;0;2.0;2.0;2.0;1.0;2.0
51419;2;2;1;3.0;6;0;10;0;0;0;0;470;100;0;30;0;170;0;2.0;2.0;2.0;1.0;2.0
51424;1;1;1;1.0;7;0;20;0;0;0;0;560;?;0;0;0;290;0;2.0;1.0;2.0;1.0;2.0
51424;1;2;1;1.0;7;510;0;0;0;0;0;390;110;0;20;0;240;0;2.0;1.0;2.0;1.0;2.0
51425;2;1;2;3.0;6;370;60;20;0;0;0;570;60;0;20;0;80;30;2.0;1.0;2.0;1.0;2.0
51425;2;2;2;3.0;6;200;0;20;0;0;70;540;80;0;20;0;80;10;2.0;1.0;2.0;1.0;2.0
51431;1;1;2;1.0;6;520;20;40;0;0;50;490;?;0;0;0;80;0;1.0;1.0;2.0;1.0;1.0
51431;1;2;2;1.0;6;0;0;0;0;0;0;420;110;0;0;0;160;0;1.0;1.0;2.0;1.0;1.0
51437;1;1;2;1.0;6;0;20;20;0;0;0;900;60;0;0;0;190;0;1.0;1.0;1.0;1.0;1.0
51437;1;2;2;1.0;6;460;20;0;0;0;10;530;80;0;?;0;40;0;1.0;1.0;1.0;1.0;1.0
51442;1;1;2;3.0;5;310;30;10;0;0;10;390;80;0;40;0;10;30;1.0;2.0;2.0;1.0;1.0
51442;1;2;2;3.0;5;400;80;20;0;0;0;380;110;0;40;0;60;0;1.0;2.0;2.0;1.0;1.0
51456;1;1;1;1.0;4;09:10;00:00;00:10;00:00;00:30;01:10;06:10;01:50;00:00;00:10;00:00;01:20;00:10;?;?;?;?;?
51456;1;2;1;1.0;4;07:30;00:00;00:00;00:00;00:00;00:00;08:30;01:30;00:00;00:00;00:00;01:50;00:00;?;?;?;?;?
51457;1;1;2;1.0;8;0;20;10;0;0;0;510;70;0;100;130;190;20;2.0;1.0;2.0;1.0;2.0
51457;1;2;2;1.0;8;0;20;30;0;0;30;580;100;0;100;30;120;20;2.0;1.0;2.0;1.0;2.0
51462;1;1;2;2.0;6;400;30;0;0;0;0;620;90;0;0;0;200;0;2.0;1.0;2.0;2.0;1.0
51462;1;2;2;2.0;6;540;0;0;0;0;0;520;70;0;0;0;310;0;2.0;1.0;2.0;2.0;1.0
51463;2;1;2;1.0;5;0;10;20;410;0;0;510;50;0;60;0;80;0;1.0;1.0;1.0;1.0;2.0
51463;2;2;2;1.0;5;0;0;0;500;0;0;490;70;0;20;0;160;0;1.0;1.0;1.0;1.0;2.0
51464;1;1;1;1.0;3;0;40;0;0;0;?;660;80;0;80;0;180;0;1.0;1.0;2.0;1.0;1.0
51464;1;2;1;1.0;3;240;30;0;0;0;0;470;100;0;0;0;260;0;1.0;1.0;2.0;1.0;1.0
51466;2;1;2;1.0;4;460;20;0;20;0;20;470;70;0;50;0;0;10;1.0;2.0;1.0;1.0;2.0
51466;2;2;2;1.0;4;0;0;0;80;0;0;690;130;0;60;0;20;0;1.0;2.0;1.0;1.0;2.0
51471;1;1;2;1.0;4;390;0;0;0;0;10;450;70;0;0;0;30;0;1.0;2.0;1.0;1.0;1.0
51471;1;2;2;1.0;4;0;10;0;0;0;0;610;90;0;0;0;20;0;1.0;2.0;1.0;1.0;1.0
51484;1;1;2;1.0;4;390;0;0;0;0;0;500;20;0;0;0;0;0;1.0;1.0;2.0;1.0;2.0
51484;1;2;2;1.0;4;0;0;0;0;0;0;360;150;0;0;0;0;0;1.0;1.0;2.0;1.0;2.0
51487;2;1;2;1.0;5;0;30;0;0;0;0;590;110;0;0;0;360;0;?;?;?;?;?
51487;2;2;2;1.0;5;0;30;0;0;0;0;520;90;0;0;0;80;0;?;?;?;?;?
51494;2;1;2;1.0;5;0;10;0;0;0;70;640;100;0;0;0;100;0;2.0;2.0;2.0;2.0;2.0
51494;2;2;2;1.0;5;450;0;0;0;0;20;270;70;0;10;0;220;0;2.0;2.0;2.0;2.0;2.0
51498;1;1;2;1.0;6;0;130;30;0;0;30;600;80;0;250;0;80;0;2.0;2.0;1.0;1.0;1.0
51498;1;2;2;1.0;6;0;60;30;0;0;0;670;80;0;260;0;90;0;2.0;2.0;1.0;1.0;1.0
51502;2;1;2;1.0;6;0;0;0;10;0;0;570;80;0;90;0;350;0;1.0;1.0;2.0;2.0;2.0
51502;2;2;2;1.0;6;0;60;0;0;0;0;510;60;0;90;0;270;60;1.0;1.0;2.0;2.0;2.0
51507;1;1;1;1.0;5;0;40;0;0;0;30;580;70;0;30;10;80;0;1.0;1.0;1.0;1.0;1.0
51507;1;2;1;1.0;5;0;0;0;0;0;40;430;150;0;30;0;130;0;1.0;1.0;1.0;1.0;1.0
51508;1;1;2;3.0;7;04:50;00:30;00:20;00:00;00:00;00:00;08:00;00:40;00:00;01:00;00:00;00:00;00:20;2.0;2.0;2.0;2.0;2.0
51508;1;2;2;3.0;7;00:00;00:20;00:00;00:00;00:00;00:50;?;01:20;00:00;01:00;00:00;02:30;00:00;2.0;?;2.0;2.0;2.0
51519;1;1;1;1.0;5;360;0;0;0;0;0;570;50;0;0;0;70;50;1.0;1.0;2.0;1.0;1.0
51519;1;2;1;1.0;5;0;60;30;0;0;0;510;60;0;100;0;80;0;1.0;1.0;2.0;1.0;1.0
51524;1;1;1;1.0;6;0;0;30;0;0;40;590;100;0;130;70;140;0;2.0;2.0;1.0;1.0;2.0
51524;1;2;1;1.0;6;0;10;40;0;0;0;560;130;0;40;50;180;0;2.0;2.0;1.0;1.0;2.0
51539;2;1;1;3.0;5;490;20;0;0;0;10;350;80;0;20;0;100;0;2.0;2.0;2.0;1.0;2.0
51539;2;2;1;3.0;5;0;0;10;0;0;0;630;180;0;0;0;130;0;2.0;2.0;2.0;1.0;2.0
51549;1;1;2;1.0;8;0;50;10;0;0;0;540;130;0;120;20;210;60;1.0;1.0;1.0;1.0;1.0
51549;1;2;2;1.0;8;0;40;10;0;0;60;490;120;0;40;10;120;0;1.0;1.0;1.0;1.0;1.0
51551;2;1;2;3.0;3;00:00;00:00;00:00;00:00;00:00;01:30;10:00;00:50;00:00;01:20;00:00;01:40;00:00;1.0;1.0;1.0;1.0;2.0
51551;2;2;2;3.0;3;00:00;00:30;00:00;00:00;00:00;00:00;08:30;01:40;00:00;01:10;00:00;01:00;00:00;1.0;1.0;1.0;1.0;2.0
51553;2;1;2;1.0;5;10;70;10;50;0;20;700;50;0;90;0;20;0;1.0;1.0;1.0;1.0;2.0
51553;2;2;2;1.0;5;0;60;0;80;30;0;570;30;0;0;0;280;20;1.0;1.0;1.0;1.0;2.0
51557;1;1;1;3.0;6;490;0;0;0;0;20;480;70;0;40;0;100;0;2.0;2.0;2.0;1.0;2.0
51557;1;2;1;3.0;6;40;0;0;0;0;0;590;80;0;60;0;120;0;2.0;2.0;2.0;1.0;2.0
51566;1;1;1;2.0;6;0;10;0;0;0;0;540;110;0;0;0;310;0;1.0;1.0;1.0;1.0;1.0
51566;1;2;1;2.0;6;490;10;20;0;0;0;430;100;0;0;?;260;0;1.0;1.0;1.0;1.0;1.0
51578;1;1;1;2.0;6;480;20;0;0;0;0;470;80;0;50;0;130;0;1.0;1.0;1.0;1.0;1.0
51578;1;2;1;2.0;6;0;20;20;0;0;0;560;70;0;50;0;350;0;1.0;1.0;1.0;1.0;1.0
51581;1;1;2;1.0;9;0;70;70;0;0;0;490;180;0;40;0;150;40;1.0;?;1.0;1.0;1.0
51581;1;2;2;1.0;9;0;10;20;0;0;30;480;90;0;90;0;170;30;1.0;1.0;1.0;1.0;1.0
51586;1;1;2;3.0;4;450;0;0;0;0;0;490;70;0;0;0;0;10;1.0;2.0;2.0;2.0;2.0
51586;1;2;2;3.0;4;0;20;0;0;0;60;700;60;0;0;0;0;60;1.0;2.0;2.0;2.0;2.0
51590;1;1;2;1.0;3;30;10;0;160;130;0;650;60;0;30;0;160;0;1.0;2.0;2.0;2.0;2.0
51590;1;2;2;1.0;3;0;20;0;210;260;20;600;50;0;0;0;110;0;?;2.0;2.0;2.0;2.0
51592;1;1;1;1.0;3;0;30;10;0;0;0;660;40;0;0;0;160;0;1.0;2.0;1.0;1.0;2.0
51592;1;2;1;1.0;3;0;20;0;0;?;0;710;40;0;0;0;250;0;1.0;2.0;1.0;1.0;2.0
51599;1;1;1;3.0;7;490;20;0;0;?;10;470;110;0;40;0;0;0;2.0;2.0;2.0;1.0;2.0
51599;1;2;1;3.0;7;0;50;0;0;0;30;570;80;0;50;0;80;0;2.0;2.0;2.0;1.0;2.0
51601;1;1;2;1.0;6;30;50;0;10;0;90;530;90;0;10;0;80;0;1.0;1.0;2.0;1.0;2.0
51601;1;2;2;1.0;6;510;10;10;0;0;70;510;50;0;0;0;30;10;1.0;1.0;2.0;1.0;2.0
51605;1;1;2;1.0;6;0;0;0;0;0;0;530;30;0;0;0;0;0;2.0;2.0;2.0;1.0;2.0
51605;1;2;2;1.0;6;0;0;0;0;0;60;490;70;0;0;0;0;0;?;2.0;2.0;1.0;2.0
51607;1;1;1;1.0;9;0;0;0;0;0;0;650;160;0;0;40;0;?;360.0;120.0;60.0;0.0;60.0
51607;1;2;1;1.0;9;0;40;0;0;0;0;570;130;0;50;100;0;0;60.0;120.0;60.0;0.0;120.0
51610;1;1;1;1.0;5;0;0;0;0;0;0;510;90;0;0;0;220;0;2.0;2.0;2.0;2.0;1.0
51610;1;2;1;1.0;5;0;0;0;0;0;0;550;140;0;0;0;120;0;2.0;2.0;2.0;2.0;1.0
51612;1;1;2;1.0;7;0;70;0;0;0;0;500;60;0;110;0;10;0;?;?;?;?;?
51612;1;2;2;1.0;7;0;10;0;0;0;60;520;110;0;140;0;190;0;?;?;?;?;?
51617;1;1;2;3.0;7;0;90;30;0;0;0;580;120;0;40;70;110;0;2.0;1.0;1.0;1.0;1.0
51617;1;2;2;3.0;7;0;80;40;0;0;70;510;70;0;30;0;150;30;2.0;1.0;1.0;1.0;1.0
51619;1;1;1;1.0;8;0;0;0;0;0;50;510;100;0;0;0;190;0;2.0;2.0;2.0;2.0;1.0
51619;1;2;1;1.0;8;0;60;0;0;0;90;520;90;0;0;0;240;0;2.0;2.0;2.0;2.0;1.0
51626;1;1;1;1.0;9;30;0;0;0;0;70;490;110;0;0;0;60;0;2.0;2.0;2.0;2.0;2.0
51627;1;1;2;3.0;7;0;10;0;0;0;0;500;50;0;90;0;380;0;2.0;1.0;2.0;1.0;1.0
51627;1;2;2;3.0;7;0;80;30;0;0;0;600;80;0;100;0;180;0;2.0;1.0;2.0;1.0;1.0
51638;1;1;2;3.0;8;00:00;01:20;00:00;00:00;00:00;00:00;09:40;02:00;00:00;00:00;04:50;01:40;00:00;2.0;1.0;1.0;2.0;2.0
51638;1;2;2;3.0;8;00:00;00:50;00:00;00:00;00:00;00:00;07:50;02:10;00:00;00:00;00:00;00:00;00:30;2.0;1.0;1.0;2.0;2.0
51639;1;1;1;1.0;5;0;60;10;0;0;10;590;90;0;0;0;50;90;2.0;1.0;1.0;1.0;1.0
51639;1;2;1;1.0;5;520;10;0;0;0;10;470;80;0;40;0;40;0;2.0;1.0;1.0;1.0;1.0
51644;1;1;2;3.0;7;0;60;10;0;0;0;650;80;0;30;30;120;0;2.0;2.0;2.0;2.0;2.0
51644;1;2;2;3.0;7;?;40;10;0;0;0;550;130;0;0;0;120;0;2.0;2.0;2.0;2.0;2.0
51645;2;1;2;1.0;4;00:00;01:10;01:10;01:40;00:30;00:00;07:50;03:20;00:00;00:20;00:00;00:00;00:10;2.0;2.0;1.0;1.0;2.0
51645;2;2;2;1.0;4;00:00;01:00;01:00;02:40;01:30;00:10;08:30;01:40;00:00;01:00;00:00;00:30;00:00;2.0;2.0;1.0;1.0;2.0
51646;2;1;2;3.0;4;0;0;0;0;0;30;510;110;0;0;0;0;30;1.0;2.0;2.0;1.0;1.0
51646;2;2;2;3.0;4;520;0;10;0;0;10;510;20;0;0;0;150;0;1.0;2.0;2.0;1.0;1.0
51663;1;1;1;1.0;7;?;50;10;0;0;0;530;110;0;30;0;450;0;1.0;2.0;2.0;2.0;1.0
51663;1;2;1;1.0;7;0;10;0;0;0;0;570;120;0;20;0;290;0;1.0;2.0;2.0;2.0;1.0
51667;1;1;2;2.0;5;460;30;10;50;0;30;470;70;0;0;0;70;0;1.0;1.0;2.0;1.0;1.0
51667;1;2;2;2.0;5;0;100;20;40;0;70;470;120;0;0;0;130;0;1.0;1.0;2.0;1.0;1.0
51670;2;1;2;2.0;5;0;110;30;70;50;0;510;170;0;0;0;30;0;1.0;1.0;1.0;1.0;1.0
51670;2;2;2;2.0;5;470;20;10;20;0;30;470;50;0;70;0;30;0;1.0;1.0;1.0;1.0;1.0
51673;2;1;1;2.0;5;450;30;0;0;0;?;390;70;0;10;0;230;0;2.0;2.0;2.0;2.0;1.0
51673;2;2;1;2.0;5;360;10;0;0;0;40;510;50;0;0;0;170;0;2.0;2.0;2.0;2.0;1.0
51674;1;1;1;1.0;4;08:40;00:20;00:00;00:00;00:00;00:00;08:20;00:30;00:00;00:20;00:00;01:10;00:00;1.0;1.0;1.0;1.0;1.0
51674;1;2;1;1.0;4;09:00;00:40;00:20;00:00;00:00;00:00;06:40;01:10;00:00;00:00;00:00;00:00;00:00;1.0;1.0;1.0;1.0;1.0
51675;1;1;1;1.0;6;0;30;10;0;0;30;470;110;0;50;0;150;10;2.0;2.0;1.0;1.0;1.0
51675;1;2;1;1.0;6;720;10;0;0;0;0;470;80;0;10;0;20;0;2.0;2.0;1.0;1.0;1.0
51685;2;1;2;1.0;4;480;0;0;10;0;0;590;40;0;10;0;50;0;1.0;2.0;2.0;1.0;2.0
51685;2;2;2;1.0;4;440;30;10;10;70;0;480;80;0;0;0;130;0;1.0;2.0;2.0;1.0;2.0
51689;1;1;2;2.0;5;340;10;0;30;0;90;490;50;0;0;0;60;0;2.0;1.0;2.0;1.0;1.0
51697;1;1;2;1.0;3;00:00;00:50;00:00;00:00;00:00;00:00;12:30;02:20;00:00;00:10;00:00;02:30;00:00;1.0;2.0;1.0;1.0;1.0
51697;1;2;2;1.0;3;07:30;00:00;00:00;00:00;00:00;00:00;08:10;00:40;00:00;00:00;00:00;02:40;00:00;1.0;2.0;1.0;1.0;1.0
51699;2;1;1;1.0;5;750;0;0;0;0;0;350;40;0;10;0;0;0;1.0;2.0;1.0;1.0;2.0
51699;2;2;1;1.0;5;0;0;0;10;0;0;420;90;0;50;0;180;0;1.0;2.0;1.0;1.0;2.0
51702;2;1;2;1.0;7;0;0;10;0;0;0;480;120;0;50;50;10;10;2.0;2.0;1.0;1.0;2.0
51702;2;2;2;1.0;7;0;10;10;0;0;30;430;170;0;150;0;0;0;2.0;2.0;1.0;1.0;2.0
51710;2;1;2;1.0;9;0;0;?;0;0;0;750;80;0;30;0;400;0;?;?;?;?;?
51710;2;2;2;1.0;9;0;0;0;0;0;0;420;30;0;30;0;310;0;?;?;?;?;?
51717;2;1;1;3.0;6;600;10;0;0;0;0;490;100;0;0;0;140;0;2.0;2.0;1.0;1.0;1.0
51717;2;2;1;3.0;6;200;20;0;0;0;100;470;100;0;0;0;220;0;?;2.0;1.0;1.0;1.0
51726;2;1;1;1.0;5;0;0;0;0;0;60;680;250;0;30;0;250;0;?;?;?;?;?
51726;2;2;1;1.0;5;500;0;0;0;0;0;540;60;0;60;0;120;0;?;?;?;?;?
51729;1;1;1;3.0;6;10:00;00:10;00:00;00:00;00:00;00:00;07:00;01:50;00:00;01:30;00:00;01:10;00:00;1.0;2.0;1.0;1.0;2.0
51729;1;2;1;3.0;6;06:40;00:20;00:00;00:00;00:00;00:40;06:50;01:00;00:00;02:50;00:00;00:50;00:00;1.0;2.0;1.0;1.0;2.0
51732;1;1;1;1.0;8;0;0;0;0;0;60;640;150;0;30;0;270;0;2.0;2.0;1.0;2.0;2.0
51732;1;2;1;1.0;8;0;0;0;0;0;0;590;180;0;90;10;180;0;2.0;2.0;1.0;2.0;2.0
51735;2;1;2;1.0;8;0;20;0;0;0;0;570;70;0;60;0;240;0;?;?;?;?;?
51735;2;2;2;1.0;8;0;60;20;0;0;0;550;120;0;0;0;70;0;?;?;?;?;?
51737;2;1;2;3.0;4;470;30;0;0;0;0;460;30;0;50;0;0;0;1.0;1.0;2.0;1.0;1.0
51737;2;2;2;3.0;4;0;20;0;0;0;10;700;90;0;20;0;0;0;1.0;1.0;2.0;1.0;1.0
51740;1;1;2;1.0;5;0;190;20;0;0;0;560;180;0;20;0;40;0;2.0;1.0;2.0;2.0;1.0
51740;1;2;2;1.0;5;0;100;20;0;0;40;580;200;0;20;0;200;0;2.0;1.0;2.0;2.0;1.0
51741;1;1;2;1.0;7;0;30;50;0;0;0;530;40;0;170;0;140;50;1.0;1.0;1.0;1.0;2.0
51741;1;2;2;1.0;7;0;60;20;0;0;60;610;30;0;60;0;90;30;1.0;1.0;1.0;1.0;2.0
51742;2;1;1;1.0;6;0;10;20;0;0;80;670;110;0;0;0;160;0;1.0;2.0;2.0;1.0;2.0
51742;2;2;1;1.0;6;540;30;0;0;0;80;440;30;0;0;0;170;0;1.0;2.0;2.0;?;2.0
51746;1;1;1;1.0;6;0;30;10;0;0;60;410;180;0;150;0;10;20;1.0;1.0;1.0;1.0;1.0
51746;1;2;1;1.0;6;0;0;0;0;0;0;560;100;0;110;0;50;0;1.0;1.0;1.0;1.0;1.0
51750;1;1;1;1.0;9;0;0;0;0;0;0;550;140;0;0;390;0;0;2.0;1.0;1.0;1.0;2.0
51750;1;2;1;1.0;9;60;0;0;0;0;30;460;50;0;400;0;280;0;2.0;1.0;1.0;1.0;2.0
51751;2;1;2;1.0;7;0;110;40;0;0;10;480;70;0;50;0;240;0;2.0;1.0;2.0;1.0;2.0
51751;2;2;2;1.0;7;0;20;10;0;0;0;520;110;0;20;0;320;50;2.0;1.0;2.0;1.0;2.0
51754;1;1;2;1.0;5;0;70;50;0;0;0;680;160;0;0;0;260;0;1.0;2.0;2.0;1.0;2.0
51754;1;2;2;1.0;5;450;50;0;0;0;30;400;110;0;40;0;170;0;1.0;2.0;2.0;1.0;2.0
